,CVE_DOC,FECHA_ENT,FECHA_VEN,CAN_TOT
0,F29414,03/09/2019 00:00,18/09/2019,3980.0
1,F29415,03/09/2019 00:00,03/10/2019,1550.0
2,F29416,03/09/2019 00:00,03/10/2019,1550.0
3,F29417,03/09/2019 00:00,03/10/2019,1550.0
4,F29418,03/09/2019 00:00,03/09/2019,2435.44
5,F29419,04/09/2019 00:00,19/09/2019,3979.998
6,F29420,04/09/2019 00:00,04/09/2019,402.59
7,F29421,04/09/2019 00:00,04/09/2019,402.59
8,F29422,02/09/2019 00:00,04/09/2019,1606.74
9,F29423,02/09/2019 00:00,04/09/2019,1144.43
10,F29424,03/09/2019 00:00,04/09/2019,462.31
11,F29425,02/09/2019 00:00,04/09/2019,1144.43
12,F29426,04/09/2019 00:00,04/09/2019,157.758
13,F29427,04/09/2019 00:00,04/09/2019,157.758
14,F29428,04/09/2019 00:00,19/09/2019,1724.137
15,F29429,04/09/2019 00:00,04/09/2019,1415.5172
16,F29430,05/09/2019 00:00,20/09/2019,1989.999
17,F29431,05/09/2019 00:00,05/09/2019,258.66
18,F29432,05/09/2019 00:00,20/09/2019,976.5
19,F29433,05/09/2019 00:00,05/09/2019,280.0
20,F29434,06/09/2019 00:00,21/09/2019,224.637
21,F29435,06/09/2019 00:00,06/10/2019,1196.6
22,F29436,06/09/2019 00:00,21/09/2019,976.5
23,F29437,06/09/2019 00:00,06/09/2019,224.64
24,F29438,06/09/2019 00:00,21/09/2019,1282.327
25,F29439,06/09/2019 00:00,06/09/2019,1964.0
26,F29440,09/09/2019 00:00,09/09/2019,229.66
27,F29441,09/09/2019 00:00,09/09/2019,1602.59
28,F29442,09/09/2019 00:00,09/09/2019,9586.0
29,F29443,09/09/2019 00:00,09/09/2019,105.0
30,F29444,09/09/2019 00:00,09/09/2019,1444.4
31,F29445,09/09/2019 00:00,09/09/2019,258.62
32,F29446,09/09/2019 00:00,24/09/2019,1724.137
33,F29447,10/09/2019 00:00,10/09/2019,852.267
34,F29448,10/09/2019 00:00,10/09/2019,517.241
35,F29449,10/09/2019 00:00,10/09/2019,258.62
36,F29450,10/09/2019 00:00,10/09/2019,2435.44
37,F29451,10/09/2019 00:00,10/09/2019,760.57
38,F29452,10/09/2019 00:00,10/09/2019,919.456
39,F29453,04/09/2019 00:00,10/09/2019,112.1
40,F29454,10/09/2019 00:00,10/09/2019,1432.83
41,F29455,10/09/2019 00:00,10/09/2019,366.491
42,F29456,10/09/2019 00:00,25/09/2019,1059.87
43,F29457,10/09/2019 00:00,25/09/2019,1059.87
44,F29458,10/09/2019 00:00,25/09/2019,1059.87
45,F29459,10/09/2019 00:00,10/09/2019,3691.7
46,F29460,10/09/2019 00:00,10/10/2019,8700.0
47,F29461,10/09/2019 00:00,25/09/2019,360.344
48,F29462,10/09/2019 00:00,10/09/2019,7140.54
49,F29463,10/09/2019 00:00,09/11/2019,1800.0
50,F29464,11/09/2019 00:00,10/11/2019,17850.0
51,F29465,11/09/2019 00:00,11/09/2019,858.35
52,F29466,11/09/2019 00:00,11/09/2019,2623.8
53,F29467,11/09/2019 00:00,11/09/2019,1044.76
54,F29468,11/09/2019 00:00,11/09/2019,516.3
55,F29469,11/09/2019 00:00,11/09/2019,258.66
56,F29470,11/09/2019 00:00,11/09/2019,500.0
57,F29471,11/09/2019 00:00,11/09/2019,280.0
58,F29472,11/09/2019 00:00,11/10/2019,1500.0
59,F29473,11/09/2019 00:00,11/10/2019,24000.0
60,F29474,11/09/2019 00:00,26/09/2019,1059.89
61,F29475,11/09/2019 00:00,11/09/2019,3253.4
62,F29476,11/09/2019 00:00,11/09/2019,357.0
63,F29477,11/09/2019 00:00,10/11/2019,1800.0
64,F29478,11/09/2019 00:00,11/10/2019,12213.0
65,F29479,11/09/2019 00:00,11/09/2019,4135.0
66,F29480,12/09/2019 00:00,12/10/2019,10264.95
67,F29481,12/09/2019 00:00,12/10/2019,10327.1
68,F29482,12/09/2019 00:00,12/09/2019,167.24
69,F29483,12/09/2019 00:00,12/09/2019,474.27
70,F29484,12/09/2019 00:00,12/09/2019,3616.555
71,F29485,12/09/2019 00:00,27/09/2019,976.5
72,F29486,12/09/2019 00:00,27/09/2019,976.5
73,F29487,12/09/2019 00:00,12/10/2019,5856.0
74,F29488,12/09/2019 00:00,12/09/2019,1502.4
75,F29489,12/09/2019 00:00,12/10/2019,24408.0
76,F29490,12/09/2019 00:00,12/09/2019,493.96
77,F29491,12/09/2019 00:00,27/09/2019,1330.0
78,F29492,12/09/2019 00:00,12/10/2019,262.94
79,F29493,12/09/2019 00:00,12/10/2019,448.28
80,F29494,12/09/2019 00:00,12/09/2019,103.448
81,F29495,12/09/2019 00:00,12/09/2019,346.55
82,F29496,12/09/2019 00:00,12/09/2019,241.3793
83,F29497,12/09/2019 00:00,12/09/2019,7140.54
84,F29498,12/09/2019 00:00,12/09/2019,605.69
85,F29499,12/09/2019 00:00,12/09/2019,1218.8826
86,F29500,13/09/2019 00:00,13/09/2019,4464.8
87,F29501,13/09/2019 00:00,13/09/2019,4464.8
88,F29502,13/09/2019 00:00,13/09/2019,252.156
89,F29503,13/09/2019 00:00,13/09/2019,1025.45
90,F29504,13/09/2019 00:00,13/09/2019,2989.04
91,F29505,13/09/2019 00:00,13/09/2019,315.0
92,F29506,13/09/2019 00:00,13/09/2019,466.8272
93,F29507,13/09/2019 00:00,13/10/2019,1764.0956
94,F29508,13/09/2019 00:00,28/09/2019,2730.73
95,F29509,13/09/2019 00:00,13/10/2019,83873.0
96,F29510,13/09/2019 00:00,13/09/2019,679.82
97,F29511,17/09/2019 00:00,17/09/2019,783.15
98,F29512,17/09/2019 00:00,17/09/2019,25075.6
99,F29513,17/09/2019 00:00,17/09/2019,112733.7
100,F29514,17/09/2019 00:00,17/09/2019,305.52
101,F29515,17/09/2019 00:00,17/09/2019,144.0
102,F29516,17/09/2019 00:00,17/10/2019,7700.0
103,F29517,17/09/2019 00:00,17/09/2019,252.16
104,F29518,17/09/2019 00:00,17/10/2019,1550.0
105,,17/09/2019 00:00,17/09/2019,595.02
106,F29520,17/09/2019 00:00,17/09/2019,1682.0
107,F29521,17/09/2019 00:00,17/09/2019,1496.46
108,F29522,17/09/2019 00:00,17/09/2019,1227.61
109,F29523,17/09/2019 00:00,17/09/2019,226.8272
110,F29524,17/09/2019 00:00,17/09/2019,2594.8272
111,F29525,10/09/2019 00:00,17/09/2019,227.6
112,F29526,18/09/2019 00:00,18/09/2019,4023.5
113,F29527,18/09/2019 00:00,18/09/2019,3000.0
114,F29528,18/09/2019 00:00,03/10/2019,2697.0
115,F29529,18/09/2019 00:00,18/09/2019,1228.5
116,F29530,18/09/2019 00:00,03/10/2019,2697.0
117,F29531,18/09/2019 00:00,18/09/2019,1215.54
118,F29532,06/09/2019 00:00,18/09/2019,7784.48
119,F29533,18/09/2019 00:00,18/10/2019,17230.0
120,F29534,18/09/2019 00:00,03/10/2019,7096.4237
121,F29535,18/09/2019 00:00,18/09/2019,1487.87
122,F29536,18/09/2019 00:00,18/09/2019,912.6484
123,F29537,18/09/2019 00:00,18/10/2019,37000.0
124,F29538,18/09/2019 00:00,18/10/2019,2602.5
125,F29539,18/09/2019 00:00,18/09/2019,1197.7495
126,F29540,18/09/2019 00:00,18/09/2019,1050.0
127,F29541,18/09/2019 00:00,18/09/2019,4118.62
128,F29542,18/09/2019 00:00,03/10/2019,6221.8
129,F29543,18/09/2019 00:00,18/10/2019,6194.64
130,F29544,19/09/2019 00:00,19/09/2019,5129.784
131,F29545,19/09/2019 00:00,19/09/2019,20274.0
132,F29546,10/09/2019 00:00,19/09/2019,1486.9
133,F29547,19/09/2019 00:00,04/10/2019,385.0
134,F29548,19/09/2019 00:00,19/09/2019,919.46
135,F29549,19/09/2019 00:00,04/10/2019,1155.0
136,F29550,19/09/2019 00:00,19/09/2019,852.27
137,F29551,19/09/2019 00:00,19/09/2019,3194.64
138,F29552,19/09/2019 00:00,19/09/2019,252.16
139,F29553,10/09/2019 00:00,19/10/2019,48480.0
140,F29554,13/09/2019 00:00,03/11/2019,35725.0
141,F29555,19/09/2019 00:00,19/09/2019,232.8
142,F29556,19/09/2019 00:00,19/09/2019,110.0
143,F29557,19/09/2019 00:00,19/09/2019,252.16
144,F29558,19/09/2019 00:00,18/11/2019,19000.0
145,F29559,19/09/2019 00:00,18/11/2019,4410.0
146,F29560,19/09/2019 00:00,19/09/2019,3112.99
147,F29561,19/09/2019 00:00,19/09/2019,252.16
148,F29562,19/09/2019 00:00,19/09/2019,252.16
149,F29563,19/09/2019 00:00,04/10/2019,249.05
150,F29564,13/09/2019 00:00,19/10/2019,1940.0
151,F29565,19/09/2019 00:00,19/09/2019,3365.9
152,F29566,19/09/2019 00:00,19/09/2019,43103.4482
153,F29567,19/09/2019 00:00,18/11/2019,19000.0
154,F29568,20/09/2019 00:00,20/09/2019,1939.92
155,F29569,20/09/2019 00:00,19/11/2019,3112.0
156,F29570,20/09/2019 00:00,20/09/2019,568.11
157,F29571,20/09/2019 00:00,20/09/2019,568.11
158,F29572,25/09/2019 00:00,20/09/2019,841.34
159,F29573,20/09/2019 00:00,19/11/2019,33499.2
160,F29574,20/09/2019 00:00,20/09/2019,420.0
161,F29575,20/09/2019 00:00,19/11/2019,33499.2
162,F29576,20/09/2019 00:00,20/10/2019,5400.0
163,F29577,20/09/2019 00:00,20/09/2019,720.0
164,F29578,20/09/2019 00:00,20/09/2019,777.1
165,F29579,20/09/2019 00:00,20/09/2019,193.99
166,F29580,05/09/2019 00:00,20/09/2019,1540.65
167,F29581,20/09/2019 00:00,20/09/2019,2034.0
168,F29582,10/09/2019 00:00,20/10/2019,4679.0
169,F29583,19/09/2019 00:00,20/09/2019,120.0
170,F29584,19/09/2019 00:00,20/09/2019,2371.35
171,F29585,19/09/2019 00:00,20/09/2019,252.16
172,F29586,20/09/2019 00:00,24/11/2019,14240.0
173,F29587,17/09/2019 00:00,20/09/2019,142.26
174,F29588,18/09/2019 00:00,20/09/2019,1700.0
175,F29589,18/09/2019 00:00,20/09/2019,708.02
176,F29590,18/09/2019 00:00,20/09/2019,111.0
177,F29591,18/09/2019 00:00,20/09/2019,918.34
178,F29592,18/09/2019 00:00,20/09/2019,102.42
179,F29593,20/09/2019 00:00,20/09/2019,695.69
180,F29594,19/09/2019 00:00,05/10/2019,2900.0
181,F29595,20/09/2019 00:00,20/09/2019,280.0
182,F29596,17/09/2019 00:00,05/10/2019,7125.9
183,F29597,23/09/2019 00:00,08/10/2019,7300.0
184,F29598,23/09/2019 00:00,23/09/2019,3426.75
185,F29599,06/09/2019 00:00,23/10/2019,50994.0
186,F29600,23/09/2019 00:00,08/10/2019,2790.5
187,F29601,23/09/2019 00:00,08/10/2019,2726.52
188,F29602,23/09/2019 00:00,08/10/2019,1363.26
189,F29603,23/09/2019 00:00,23/09/2019,1363.26
190,F29604,23/09/2019 00:00,23/09/2019,2726.52
191,F29605,23/09/2019 00:00,23/09/2019,1363.26
192,F29606,23/09/2019 00:00,23/09/2019,1282.33
193,F29607,20/09/2019 00:00,23/10/2019,1054.0
194,F29608,20/09/2019 00:00,23/10/2019,1054.0
195,F29609,23/09/2019 00:00,23/09/2019,1080.02
196,F29610,23/09/2019 00:00,23/09/2019,1540.0
197,F29611,23/09/2019 00:00,23/09/2019,3175.0
198,F29612,25/09/2019 00:00,08/10/2019,10463.01
199,F29613,18/09/2019 00:00,08/10/2019,4232.25
200,F29614,25/09/2019 00:00,08/10/2019,10463.01
201,F29615,18/09/2019 00:00,08/10/2019,4232.25
202,F29616,18/09/2019 00:00,08/10/2019,4232.25
203,F29617,23/09/2019 00:00,23/10/2019,2900.0
204,F29618,23/09/2019 00:00,23/10/2019,1450.0
205,F29619,13/09/2019 00:00,23/09/2019,1627.5
206,F29620,09/09/2019 00:00,23/09/2019,6186.3375
207,F29621,,23/10/2019,1230.0
208,F29622,23/09/2019 00:00,23/09/2019,6492.0
209,F29623,24/09/2019 00:00,24/09/2019,2144.0
210,F29624,24/09/2019 00:00,09/10/2019,1319.0
211,F29625,24/09/2019 00:00,24/09/2019,4135.7
212,F29626,23/09/2019 00:00,24/09/2019,4700.0
213,F29627,24/09/2019 00:00,24/09/2019,1900.0
214,F29628,24/09/2019 00:00,24/09/2019,287.1
215,F29629,24/09/2019 00:00,24/09/2019,287.1
216,F29630,24/09/2019 00:00,24/09/2019,3885.48
217,F29631,24/09/2019 00:00,24/09/2019,36.0
218,F29632,24/09/2019 00:00,24/09/2019,483.24
219,F29633,24/09/2019 00:00,23/11/2019,155913.0
220,F29634,24/09/2019 00:00,24/09/2019,364.0
221,F29635,23/09/2019 00:00,24/09/2019,120.0
222,F29636,23/09/2019 00:00,24/09/2019,36.21
223,F29637,23/09/2019 00:00,24/09/2019,456.0
224,F29638,24/09/2019 00:00,24/09/2019,682.5
225,F29639,25/09/2019 00:00,25/10/2019,1250.0
226,F29640,25/09/2019 00:00,25/09/2019,172.5
227,F29641,13/09/2019 00:00,25/09/2019,3743.0
228,F29642,25/09/2019 00:00,25/10/2019,6000.0
229,F29643,25/09/2019 00:00,25/09/2019,333.96
230,F29644,25/09/2019 00:00,25/09/2019,1269.88
231,F29645,25/09/2019 00:00,25/09/2019,1269.88
232,F29646,25/09/2019 00:00,25/09/2019,789.0
233,F29647,20/09/2019 00:00,25/10/2019,4005.75
234,F29648,25/09/2019 00:00,25/09/2019,267.24
235,F29649,25/09/2019 00:00,10/10/2019,1999.79
236,F29650,26/09/2019 00:00,26/10/2019,1530.0
237,F29651,26/09/2019 00:00,26/10/2019,2750.0
238,F29652,26/09/2019 00:00,26/09/2019,2294.495
239,F29653,26/09/2019 00:00,26/09/2019,560.0
240,F29654,26/09/2019 00:00,26/09/2019,30.0
241,F29655,26/09/2019 00:00,26/09/2019,703.6
242,F29656,26/09/2019 00:00,26/09/2019,1228.5
243,F29657,20/09/2019 00:00,26/09/2019,2421.0
244,F29658,23/09/2019 00:00,04/10/2019,2360.0826
245,F29659,26/09/2019 00:00,26/09/2019,165.0
246,F29660,26/09/2019 00:00,26/10/2019,17230.0
247,F29661,26/09/2019 00:00,26/09/2019,276.0
248,F29662,26/09/2019 00:00,26/09/2019,2310.0
249,F29663,26/09/2019 00:00,26/10/2019,1250.0
250,F29664,26/09/2019 00:00,26/09/2019,2391.355
251,F29665,24/09/2019 00:00,26/09/2019,597.42
252,F29666,25/09/2019 00:00,26/09/2019,563.6
253,F29667,24/09/2019 00:00,26/09/2019,72.42
254,F29668,24/09/2019 00:00,26/09/2019,380.0
255,F29669,24/09/2019 00:00,26/09/2019,252.16
256,F29670,26/09/2019 00:00,26/09/2019,144.0
257,F29671,26/09/2019 00:00,26/09/2019,155.1706
258,F29672,26/09/2019 00:00,11/10/2019,3855.7
259,F29673,26/09/2019 00:00,25/11/2019,4410.0
260,F29674,27/09/2019 00:00,27/09/2019,1096.86
261,F29675,27/09/2019 00:00,12/10/2019,21024.0
262,F29676,18/09/2019 00:00,27/09/2019,645.09
263,F29677,27/09/2019 00:00,27/10/2019,4528.6
264,F29678,27/09/2019 00:00,27/09/2019,600.0
265,F29679,27/09/2019 00:00,27/09/2019,625.0
266,F29680,20/09/2019 00:00,27/09/2019,1190.0
267,F29681,27/09/2019 00:00,27/09/2019,1836.24
268,F29682,27/09/2019 00:00,27/09/2019,1687.66
269,F29683,27/09/2019 00:00,12/10/2019,21024.0
270,F29684,27/09/2019 00:00,27/09/2019,2556.0
271,F29685,19/09/2019 00:00,27/09/2019,5392.32
272,F29686,27/09/2019 00:00,27/09/2019,3662.76
273,F29687,27/09/2019 00:00,26/11/2019,155913.0
274,F29688,19/09/2019 00:00,27/09/2019,2366.4
275,F29689,27/09/2019 00:00,12/10/2019,1440.0
276,F29690,27/09/2019 00:00,27/09/2019,2855.5
277,F29691,30/09/2019 00:00,30/10/2019,3150.0
278,F29692,30/09/2019 00:00,30/09/2019,527.63
279,F29693,30/09/2019 00:00,30/09/2019,1055.18
280,F29694,30/09/2019 00:00,30/09/2019,6300.7327
281,F29695,30/09/2019 00:00,30/09/2019,3196.0
282,F29696,30/09/2019 00:00,30/09/2019,4938.0
283,F29697,30/09/2019 00:00,30/09/2019,857.4
284,F29698,20/09/2019 00:00,30/09/2019,53971.64
285,F29699,30/09/2019 00:00,30/09/2019,777.1
286,F29700,30/09/2019 00:00,30/09/2019,180.0
287,F29701,12/09/2019 00:00,30/09/2019,1900.5
288,F29702,30/09/2019 00:00,30/09/2019,332.76
289,F29703,30/09/2019 00:00,30/09/2019,1080.42
290,F29704,30/09/2019 00:00,30/09/2019,2830.1724
291,F29705,30/09/2019 00:00,30/09/2019,299.4369
292,F29706,30/09/2019 00:00,30/09/2019,6737.1982
293,F29707,30/09/2019 00:00,30/09/2019,11190.0
294,F29708,30/09/2019 00:00,30/09/2019,2700.0
295,F29709,30/09/2019 00:00,30/09/2019,3662.7586
296,F29710,30/09/2019 00:00,30/09/2019,5255.25
297,F29711,30/09/2019 00:00,30/09/2019,3117.4482
298,F29712,30/09/2019 00:00,30/09/2019,3356.844
299,F29713,30/09/2019 00:00,30/09/2019,4070.5517
300,F29714,30/09/2019 00:00,30/09/2019,8143.7931
301,F29715,30/09/2019 00:00,30/09/2019,636.5517
302,F29716,30/09/2019 00:00,30/09/2019,5570.6465
303,F29717,30/09/2019 00:00,30/09/2019,3713.5948
304,F29718,30/09/2019 00:00,30/09/2019,871.1551
305,F29719,30/09/2019 00:00,30/10/2019,50994.0
306,F29720,30/09/2019 00:00,30/09/2019,1836.2068
307,F29721,30/09/2019 00:00,30/09/2019,1267.8965
308,F29722,30/09/2019 00:00,30/09/2019,1724.1379
309,F29723,30/09/2019 00:00,30/09/2019,431.0344
310,F29724,30/09/2019 00:00,30/09/2019,623.75
311,F29725,30/09/2019 00:00,30/09/2019,498.2758
312,F29726,30/09/2019 00:00,30/09/2019,571.6379
313,F29727,30/09/2019 00:00,30/09/2019,1288.7931
314,F29728,30/09/2019 00:00,30/09/2019,344.8275
315,F29729,30/09/2019 00:00,30/09/2019,258.6206
316,F29730,30/09/2019 00:00,30/09/2019,650.0
317,F29731,30/09/2019 00:00,30/09/2019,332.7582
318,F29732,30/09/2019 00:00,30/09/2019,862.0689
319,F29733,30/09/2019 00:00,30/09/2019,7512.0
320,F29734,27/09/2019 00:00,01/11/2019,14495.0
321,F29735,02/10/2019 00:00,02/10/2019,1014.82
322,F29736,02/10/2019 00:00,01/11/2019,23266.25
323,F29737,02/10/2019 00:00,17/10/2019,976.5
324,F29738,30/09/2019 00:00,01/11/2019,15085.3
325,F29739,02/10/2019 00:00,02/10/2019,1164.5271
326,F29740,02/10/2019 00:00,02/10/2019,2088.0
327,F29741,02/10/2019 00:00,02/10/2019,224.136
328,F29742,02/10/2019 00:00,02/10/2019,225.0
329,F29743,02/10/2019 00:00,01/11/2019,1623.0
330,F29744,09/09/2019 00:00,02/10/2019,682.76
331,F29745,02/10/2019 00:00,02/10/2019,948.54
332,F29746,02/10/2019 00:00,02/10/2019,270.1
333,F29747,02/10/2019 00:00,02/10/2019,237.9324
334,F29748,02/10/2019 00:00,02/10/2019,258.62
335,F29749,17/09/2019 00:00,02/10/2019,5420.32
336,F29750,02/10/2019 00:00,17/10/2019,2655.0
337,F29751,02/10/2019 00:00,10/10/2019,60000.0
338,F29752,02/10/2019 00:00,02/10/2019,623.73
339,F29753,02/10/2019 00:00,10/10/2019,60000.0
340,F29754,04/10/2019 00:00,02/11/2019,10500.0
341,F29755,25/09/2019 00:00,02/11/2019,1000.0
342,F29756,03/10/2019 00:00,02/11/2019,1500.0
343,F29757,04/10/2019 00:00,03/10/2019,4070.55
344,F29758,03/10/2019 00:00,03/10/2019,633.96
345,F29759,03/10/2019 00:00,03/10/2019,3662.7571
346,F29760,23/09/2019 00:00,03/10/2019,8143.8
347,F29763,03/10/2019 00:00,03/10/2019,1046.56
348,F29764,03/10/2019 00:00,02/11/2019,1490.0
349,F29765,03/10/2019 00:00,03/10/2019,460.0
350,F29766,03/10/2019 00:00,03/10/2019,420.0862
351,F29767,02/10/2019 00:00,03/10/2019,448.28
352,F29768,03/10/2019 00:00,03/10/2019,2410.22
353,F29769,03/10/2019 00:00,18/10/2019,6516.0
354,F29770,03/10/2019 00:00,03/10/2019,3436.26
355,F29771,03/09/2019 00:00,02/11/2019,16000.0
356,F29772,03/10/2019 00:00,18/10/2019,1701.9
357,F29773,03/10/2019 00:00,18/10/2019,1015.04
358,F29774,03/10/2019 00:00,18/10/2019,1701.9
359,F29775,03/10/2019 00:00,03/10/2019,284.53
360,F29776,03/10/2019 00:00,03/10/2019,1100.3
361,F29777,02/10/2019 00:00,03/10/2019,318.42
362,F29778,02/10/2019 00:00,03/10/2019,56.71
363,F29779,03/10/2019 00:00,18/10/2019,714.0
364,F29780,04/10/2019 00:00,03/11/2019,1490.0
365,F29781,25/09/2019 00:00,03/11/2019,400.0
366,F29782,04/10/2019 00:00,03/11/2019,7590.0
367,F29783,25/09/2019 00:00,04/10/2019,3117.45
368,F29784,26/09/2019 00:00,03/11/2019,8686.41
369,F29785,04/10/2019 00:00,04/10/2019,813.8103
370,F29786,12/09/2019 00:00,04/10/2019,1889.02
371,F29787,04/10/2019 00:00,04/10/2019,2370.0
372,F29788,04/10/2019 00:00,19/10/2019,3850.0
373,F29789,04/10/2019 00:00,04/10/2019,7665.06
374,F29790,30/09/2019 00:00,04/10/2019,258.62
375,F29791,04/10/2019 00:00,04/10/2019,449.3
376,F29792,24/09/2019 00:00,04/10/2019,3356.8444
377,F29793,25/09/2019 00:00,04/10/2019,789.0
378,F29794,04/10/2019 00:00,04/10/2019,813.92
379,F29795,26/09/2019 00:00,03/11/2019,1054.0
380,F29796,04/10/2019 00:00,19/10/2019,1236.0
381,F29797,04/10/2019 00:00,04/10/2019,1140.0
382,F29798,04/10/2019 00:00,04/10/2019,349.14
383,F29799,04/10/2019 00:00,03/11/2019,3430.0
384,F29800,04/10/2019 00:00,04/10/2019,740.0
385,F29801,13/09/2019 00:00,18/11/2019,3572.5
386,F29802,04/10/2019 00:00,03/11/2019,675.0
387,F29803,03/10/2019 00:00,03/11/2019,2430.0
388,F29804,04/10/2019 00:00,03/11/2019,675.0
389,F29805,04/10/2019 00:00,04/10/2019,784.0
390,F29806,04/10/2019 00:00,04/10/2019,2203.25
391,F29807,25/09/2019 00:00,03/11/2019,5600.0
392,F29808,04/10/2019 00:00,04/10/2019,113.4
393,F29809,24/09/2019 00:00,04/10/2019,908.62
394,F29810,04/10/2019 00:00,04/10/2019,340.0
395,F29811,04/10/2019 00:00,04/10/2019,442.6
396,F29812,01/10/2019 00:00,06/11/2019,72720.0
397,F29813,07/10/2019 00:00,07/10/2019,784.62
398,F29814,09/09/2019 00:00,06/11/2019,1200.0
399,F29815,07/10/2019 00:00,07/10/2019,2609.25
400,F29816,07/10/2019 00:00,07/10/2019,392.35
401,F29817,07/10/2019 00:00,07/10/2019,410.3443
402,F29818,07/10/2019 00:00,07/10/2019,6050.2
403,F29819,04/09/2019 00:00,22/10/2019,2000.0
404,F29820,07/10/2019 00:00,07/10/2019,650.0
405,F29821,01/10/2019 00:00,07/10/2019,571.64
406,F29822,24/09/2019 00:00,07/10/2019,1267.89
407,F29823,07/10/2019 00:00,07/10/2019,3300.0
408,F29824,04/10/2019 00:00,23/10/2019,2853.75
409,F29825,08/10/2019 00:00,07/11/2019,11100.0
410,F29826,08/10/2019 00:00,08/10/2019,717.24
411,F29827,08/10/2019 00:00,23/10/2019,659.8
412,F29828,04/10/2019 00:00,23/10/2019,2427.5
413,F29829,08/10/2019 00:00,08/10/2019,315.9
414,F29830,20/09/2019 00:00,08/10/2019,498.28
415,F29831,08/10/2019 00:00,23/10/2019,5800.0
416,F29832,08/10/2019 00:00,08/10/2019,48.0
417,F29833,08/10/2019 00:00,23/10/2019,659.7987
418,F29834,08/10/2019 00:00,08/10/2019,5255.25
419,F29835,08/10/2019 00:00,08/10/2019,44.84
420,F29836,08/10/2019 00:00,08/10/2019,575.862
421,F29837,08/10/2019 00:00,08/10/2019,1398.88
422,F29838,09/10/2019 00:00,09/10/2019,3442.14
423,F29839,09/10/2019 00:00,09/10/2019,1387.94
424,F29840,09/10/2019 00:00,09/10/2019,47.42
425,F29841,01/10/2019 00:00,09/10/2019,7512.0
426,F29842,09/10/2019 00:00,09/10/2019,2120.16
427,F29843,09/10/2019 00:00,09/10/2019,112.1
428,F29844,04/10/2019 00:00,09/10/2019,5400.0
429,F29845,04/10/2019 00:00,09/10/2019,4097.0
430,F29846,04/10/2019 00:00,09/10/2019,3550.0
431,F29847,04/10/2019 00:00,09/10/2019,10799.4
432,F29848,09/10/2019 00:00,08/11/2019,350.0
433,F29849,09/10/2019 00:00,09/10/2019,84.1379
434,F29850,09/10/2019 00:00,24/10/2019,7125.9
435,F29851,27/09/2019 00:00,09/10/2019,8421.5
436,F29852,03/10/2019 00:00,25/10/2019,1124.59
437,F29853,04/10/2019 00:00,10/10/2019,2370.0
438,F29854,04/10/2019 00:00,09/11/2019,2465.0
439,F29855,10/10/2019 00:00,10/10/2019,5542.5
440,F29856,10/10/2019 00:00,10/10/2019,1402.95
441,F29857,10/10/2019 00:00,10/10/2019,6870.79
442,F29858,10/09/2019 00:00,10/10/2019,301.36106
443,F29859,10/09/2019 00:00,10/10/2019,301.36106
444,F29860,03/10/2019 00:00,10/10/2019,1332.8
445,F29861,04/10/2019 00:00,09/11/2019,5589.0
446,F29862,10/10/2019 00:00,10/10/2019,2726.52
447,F29863,10/10/2019 00:00,10/10/2019,1363.26
448,F29864,10/10/2019 00:00,25/10/2019,4232.25
449,F29865,10/10/2019 00:00,25/10/2019,4232.25
450,F29866,10/10/2019 00:00,25/10/2019,10463.01
451,F29867,10/10/2019 00:00,10/10/2019,172.362
452,F29868,10/10/2019 00:00,10/10/2019,444.62
453,F29869,04/10/2019 00:00,09/12/2019,71346.0
454,F29870,07/10/2019 00:00,18/10/2019,8874.0
455,F29871,10/10/2019 00:00,10/10/2019,439.9057
456,F29872,10/10/2019 00:00,10/10/2019,1120.6896
457,F29873,11/10/2019 00:00,10/11/2019,3133.35
458,F29874,11/10/2019 00:00,26/10/2019,6221.8
459,F29875,30/09/2019 00:00,11/10/2019,2806.7
460,F29876,11/10/2019 00:00,11/10/2019,474.2758
461,F29877,11/10/2019 00:00,26/10/2019,6221.8
462,F29878,11/10/2019 00:00,11/10/2019,2013.6
463,F29879,11/10/2019 00:00,10/11/2019,251.62
464,F29880,02/10/2019 00:00,19/10/2019,21400.0
465,F29881,11/10/2019 00:00,11/10/2019,3800.0
466,F29882,11/10/2019 00:00,11/10/2019,500.0
467,F29883,30/09/2019 00:00,11/10/2019,8700.0
468,F29884,11/10/2019 00:00,11/10/2019,252.26
469,F29885,11/10/2019 00:00,11/10/2019,2494.8
470,F29886,08/10/2019 00:00,11/10/2019,1076.97051
471,F29887,11/10/2019 00:00,11/10/2019,1076.97051
472,F29888,11/10/2019 00:00,11/10/2019,137.931
473,F29889,11/10/2019 00:00,11/10/2019,420.0
474,F29890,26/09/2019 00:00,13/11/2019,4845.75
475,F29891,11/10/2019 00:00,13/11/2019,4845.75
476,F29892,26/09/2019 00:00,13/11/2019,4845.75
477,F29893,07/10/2019 00:00,13/11/2019,1500.0
478,F29894,30/09/2019 00:00,14/10/2019,3713.6
479,F29895,02/10/2019 00:00,14/10/2019,12601.38
480,F29896,14/10/2019 00:00,14/10/2019,1281.8965
481,F29897,09/10/2019 00:00,13/11/2019,6054.85
482,F29898,,14/10/2019,3198.0
483,F29899,04/10/2019 00:00,14/10/2019,2339.6
484,F29900,14/10/2019 00:00,14/10/2019,51.7241
485,F29901,14/10/2019 00:00,14/10/2019,88.0
